AGENCY,RECIPIENT,AWARD DESCRIPTION,PAYMENT DATE,PAYMENT,ORG TYPE
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$10,733",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$37,209",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$30,133",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$4,179",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$51,123",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$37,723",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$22,665",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$12,138",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$17,247",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$53,782",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$7,197",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$39,373",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$44,940",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$18,395",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$36,614",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$71,253",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$33,527",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$41,492",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$88,973",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$13,215",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$19,826",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$17,495",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$63,133",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$1,926",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$28,046",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$46,764",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$23,726",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$27,394",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$57,451",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$44,576",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$44,410",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$20,649",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$22,442",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$12,430",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$38,661",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$37,450",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$50,649",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$23,644",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$57,585",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$16,327",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$40,781",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$46,428",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$31,634",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$41,217",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$20,679",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$17,154",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$4,006",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$36,950",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$11,295",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$40,475",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$58,631",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$48,414",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$179,122",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$20,112",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$50,826",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$26,413",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$38,873",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$62,604",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$43,840",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$23,794",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$19,544",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$52,740",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$24,490",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$7,659",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$10,835",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$34,015",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$59,403",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$24,318",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$13,367",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$6,120",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$53,063",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$12,836",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$31,652",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$29,135",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$27,058",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$26,535",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$25,534",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$7,836",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$22,276",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$18,658",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$18,063",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$2,213",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$20,913",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$82,287",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$2,836",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$71,698",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$28,936",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$57,172",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$25,051",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$89,263",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$66,255",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$48,775",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$11,666",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$49,148",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$42,353",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$22,294",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$104,231",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$71,298",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$6,345",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$71,227",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$46,189",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$27,083",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$37,269",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$43,062",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$34,759",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$11,606",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$5,925",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$13,587",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$24,266",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$3,819",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$49,069",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$10,885",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$13,033",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$24,751",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$36,143",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$45,267",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$42,278",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$50,208",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$9,043",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$19,463",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$31,303",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$24,681",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$27,974",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$11,073",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$16,623",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$42,482",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$2,993",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$18,769",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$8,840",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$20,790",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$15,227",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$9,665",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$22,897",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$30,993",State Univ/College
HHS-NATIONAL INSTITUTES OF HEALTH,UNIVERSITY OF CALIFORNIA-SAN FRANCISCO,"State - University, College, Jr. College",3/5/2025,"$26,161",State Univ/College
